ID,SizeX,SizeY,SizeZ,LeafCount,MeasurementDate,HarvestVolume,PlantID
10000,20,17,6,2,4/22/22,0,5000
10001,17,20,5,2,4/24/22,0,5001
10002,17,15,9,3,4/17/22,0,5002
10003,16,17,8,1,4/20/22,0,5003
10004,18,19,7,1,4/22/22,0,5004
10005,17,20,9,1,4/16/22,0,5005
10006,15,18,5,3,4/18/22,0,5006
10007,17,15,8,2,4/18/22,0,5007
10008,16,16,9,2,4/19/22,0,5008
10009,15,19,9,1,4/21/22,0,5009
10010,17,18,8,2,4/17/22,0,5010
10011,19,20,9,1,4/17/22,0,5011
10012,16,16,6,3,4/17/22,0,5012
10013,18,18,8,1,4/17/22,0,5013
10014,16,16,5,2,4/17/22,0,5014
10015,19,16,6,2,4/21/22,0,5015
10016,18,20,8,3,4/22/22,0,5016
10017,20,17,9,1,4/18/22,0,5017
10018,16,20,7,2,4/17/22,0,5018
10019,18,19,6,2,4/19/22,0,5019
10020,19,20,10,2,4/22/22,0,5020
10021,17,18,7,3,4/18/22,0,5021
10022,19,16,6,2,4/20/22,0,5022
10023,19,16,10,2,4/16/22,0,5023
10024,18,16,10,2,4/16/22,0,5024
10025,17,15,8,2,4/23/22,0,5025
10026,16,16,6,3,4/21/22,0,5026
10027,19,19,8,3,4/18/22,0,5027
10028,18,20,9,1,4/19/22,0,5028
10029,20,20,8,3,4/19/22,0,5029
10030,18,19,7,1,4/22/22,0,5030
10031,19,15,6,2,4/19/22,0,5031
10032,18,16,8,1,4/19/22,0,5032
10033,17,19,9,3,4/23/22,0,5033
10034,16,20,6,1,4/22/22,0,5034
10035,19,18,6,2,5/5/22,0,5035
10036,20,17,8,2,5/5/22,0,5036
10037,20,15,6,3,5/2/22,0,5037
10038,16,16,9,3,5/2/22,0,5038
10039,18,18,7,2,5/3/22,0,5039
10040,20,18,6,2,4/29/22,0,5040
10041,20,18,9,1,5/5/22,0,5041
10042,19,16,8,2,4/30/22,0,5042
10043,16,19,8,2,5/5/22,0,5043
10044,16,18,6,2,5/2/22,0,5044
10045,16,17,8,2,4/30/22,0,5045
10046,16,18,9,2,5/2/22,0,5046
10047,18,17,9,2,4/29/22,0,5047
10048,15,17,6,2,5/2/22,0,5048
10049,16,17,9,3,5/2/22,0,5049
10050,16,15,10,2,5/1/22,0,5050
10051,19,18,5,2,5/5/22,0,5051
10052,15,18,7,2,5/2/22,0,5052
10053,19,17,8,1,4/30/22,0,5053
10054,18,16,9,2,5/5/22,0,5054
10055,19,17,9,1,5/2/22,0,5055
10056,20,18,9,2,5/2/22,0,5056
10057,17,15,9,1,5/3/22,0,5057
10058,18,18,8,3,5/1/22,0,5058
10059,17,20,6,3,4/30/22,0,5059
10060,20,17,8,2,5/2/22,0,5060
10061,16,18,10,3,5/4/22,0,5061
10062,17,18,9,3,5/3/22,0,5062
10063,20,15,10,3,5/5/22,0,5063
10064,16,16,8,3,5/1/22,0,5064
10065,18,20,6,1,5/3/22,0,5065
10066,19,18,10,2,5/7/22,0,5066
10067,20,15,6,2,5/4/22,0,5067
10068,20,17,6,2,5/6/22,0,5068
10069,18,16,8,2,5/5/22,0,5069
10070,19,18,9,2,5/3/22,0,5070
10071,19,20,9,3,5/4/22,0,5071
10072,19,19,6,3,5/3/22,0,5072
10073,18,19,10,2,5/19/22,0,5073
10074,16,19,6,3,5/19/22,0,5074
10075,16,19,8,2,5/19/22,0,5075
10076,18,18,8,3,5/20/22,0,5076
10077,15,18,9,3,5/20/22,0,5077
10078,17,18,10,1,5/19/22,0,5078
10079,16,18,7,2,5/16/22,0,5079
10080,17,16,7,1,5/22/22,0,5080
10081,18,18,9,3,5/19/22,0,5081
10082,18,18,8,2,5/15/22,0,5082
10083,19,19,9,1,5/20/22,0,5083
10084,17,16,6,3,5/18/22,0,5084
10085,18,20,10,1,5/22/22,0,5085
10086,17,17,7,1,5/18/22,0,5086
10087,15,17,10,2,5/18/22,0,5087
10088,15,20,5,2,5/19/22,0,5088
10089,18,16,6,2,5/23/22,0,5089
10090,18,17,8,3,5/17/22,0,5090
10091,17,20,9,2,5/19/22,0,5091
10092,18,20,10,3,5/18/22,0,5092
10093,17,17,9,2,5/25/22,0,5093
10094,17,18,6,2,5/18/22,0,5094
10095,18,18,5,3,5/19/22,0,5095
10096,19,20,5,1,5/21/22,0,5096
10097,18,19,9,2,5/21/22,0,5097
10098,16,19,9,2,5/24/22,0,5098
10099,15,18,6,3,5/21/22,0,5099
10100,17,18,6,1,5/21/22,0,5100
10101,18,16,6,1,6/5/22,0,5101
10102,19,18,10,2,6/3/22,0,5102
10103,16,20,7,1,5/30/22,0,5103
10104,17,17,7,1,5/28/22,0,5104
10105,18,16,8,2,5/31/22,0,5105
10106,16,17,9,2,6/4/22,0,5106
10107,18,20,6,2,5/30/22,0,5107
10108,17,16,10,2,5/30/22,0,5108
10109,19,15,8,3,5/29/22,0,5109
10110,16,18,10,1,6/5/22,0,5110
10111,16,18,9,1,6/4/22,0,5111
10112,15,18,5,2,6/4/22,0,5112
10113,19,18,7,1,5/31/22,0,5113
10114,17,17,6,2,5/28/22,0,5114
10115,17,20,7,2,5/29/22,0,5115
10116,17,18,6,3,6/2/22,0,5116
10117,16,19,6,3,5/30/22,0,5117
10118,18,16,7,1,5/30/22,0,5118
10119,20,15,6,2,5/29/22,0,5119
10120,18,18,8,2,5/31/22,0,5120
10121,17,19,5,2,6/2/22,0,5121
10122,17,16,8,2,6/5/22,0,5122
10123,19,16,9,3,6/2/22,0,5123
10124,20,15,7,2,6/3/22,0,5124
10125,19,16,9,2,5/31/22,0,5125
10126,19,19,6,1,6/4/22,0,5126
10127,17,18,10,2,6/4/22,0,5127
10128,19,19,8,3,5/29/22,0,5128
10129,16,16,8,2,5/31/22,0,5129
10130,19,17,9,3,6/1/22,0,5130
10131,16,19,8,3,6/3/22,0,5131
10132,16,19,10,2,6/1/22,0,5132
10133,15,18,6,1,5/29/22,0,5133
10134,28,26,11,5,4/29/22,8.7,5000
10135,29,26,11,6,5/1/22,10.2,5001
10136,26,29,13,6,4/24/22,6.6,5002
10137,28,30,13,5,4/27/22,10.4,5003
10138,29,28,13,4,4/29/22,3.6,5004
10139,30,25,9,5,4/23/22,10.1,5005
10140,25,29,9,5,4/25/22,10.6,5006
10141,26,28,11,5,4/25/22,3.2,5007
10142,27,25,9,3,4/26/22,4.9,5008
10143,26,30,11,5,4/28/22,12.9,5009
10144,28,26,11,4,4/24/22,3.2,5010
10145,30,27,13,3,4/24/22,3.8,5011
10146,28,25,12,4,4/24/22,12.2,5012
10147,27,28,11,3,4/24/22,6.5,5013
10148,27,28,9,4,4/24/22,12.9,5014
10149,28,26,10,4,4/28/22,10.4,5015
10150,29,29,10,4,4/29/22,5.4,5016
10151,26,26,10,4,4/25/22,7.2,5017
10152,30,25,10,6,4/24/22,5.6,5018
10153,28,26,11,4,4/26/22,10.8,5019
10154,29,28,12,5,4/29/22,4.1,5020
10155,28,28,12,5,4/25/22,10.5,5021
10156,28,26,9,5,4/27/22,7.5,5022
10157,29,27,10,5,4/23/22,6.3,5023
10158,29,28,12,4,4/23/22,12.9,5024
10159,29,27,12,4,4/30/22,4.9,5025
10160,26,26,12,5,4/28/22,8,5026
10161,27,30,9,4,4/25/22,10,5027
10162,29,27,10,5,4/26/22,8.4,5028
10163,30,28,10,4,4/26/22,12.2,5029
10164,28,29,11,3,4/29/22,4.4,5030
10165,29,27,11,4,4/26/22,6.4,5031
10166,27,28,10,6,4/26/22,4.5,5032
10167,25,26,9,3,4/30/22,11.9,5033
10168,30,25,8,5,4/29/22,12,5034
10169,30,29,10,5,5/12/22,11.1,5035
10170,26,29,12,5,5/12/22,3.3,5036
10171,28,30,9,4,5/9/22,7.1,5037
10172,29,30,11,5,5/9/22,13,5038
10173,30,27,13,5,5/10/22,10.7,5039
10174,26,30,12,4,5/6/22,4,5040
10175,26,29,8,3,5/12/22,7.5,5041
10176,29,26,8,4,5/7/22,8.1,5042
10177,29,26,12,6,5/12/22,8.3,5043
10178,25,30,13,5,5/9/22,9.9,5044
10179,29,30,12,4,5/7/22,5,5045
10180,30,25,8,4,5/9/22,5.1,5046
10181,25,27,13,5,5/6/22,12.2,5047
10182,27,27,13,5,5/9/22,10.4,5048
10183,29,29,13,3,5/9/22,5.6,5049
10184,29,26,12,5,5/8/22,6.5,5050
10185,26,27,11,5,5/12/22,10.2,5051
10186,29,28,11,6,5/9/22,9.8,5052
10187,25,26,10,4,5/7/22,6.6,5053
10188,29,28,9,4,5/12/22,5.5,5054
10189,29,27,10,5,5/9/22,12.4,5055
10190,28,25,9,3,5/9/22,10.3,5056
10191,30,25,12,5,5/10/22,12.7,5057
10192,26,28,10,6,5/8/22,8.2,5058
10193,27,30,10,4,5/7/22,4.9,5059
10194,27,28,10,4,5/9/22,4.1,5060
10195,30,25,9,4,5/11/22,12.3,5061
10196,29,29,8,4,5/10/22,12.8,5062
10197,29,28,10,5,5/12/22,4.5,5063
10198,26,26,9,5,5/8/22,7.8,5064
10199,29,26,9,5,5/10/22,8.5,5065
10200,29,26,9,4,5/14/22,3.5,5066
10201,27,26,9,4,5/11/22,11.5,5067
10202,28,26,10,4,5/13/22,6.6,5068
10203,28,27,9,5,5/12/22,10.8,5069
10204,28,29,13,4,5/10/22,4.7,5070
10205,28,30,9,5,5/11/22,10.5,5071
10206,28,27,9,5,5/10/22,7.1,5072
10207,26,27,9,6,5/26/22,6.7,5073
10208,29,28,13,3,5/26/22,9.3,5074
10209,28,27,11,4,5/26/22,9.9,5075
10210,28,28,10,5,5/27/22,5.8,5076
10211,28,27,10,3,5/27/22,12.3,5077
10212,28,29,10,6,5/26/22,10.4,5078
10213,27,28,10,4,5/23/22,5.5,5079
10214,25,30,12,6,5/29/22,3.4,5080
10215,25,27,9,4,5/26/22,12.4,5081
10216,27,26,12,5,5/22/22,6.6,5082
10217,30,30,8,4,5/27/22,9,5083
10218,29,26,9,4,5/25/22,6.4,5084
10219,26,30,12,3,5/29/22,12.3,5085
10220,27,28,9,5,5/25/22,3.7,5086
10221,25,26,11,5,5/25/22,8.5,5087
10222,28,30,13,6,5/26/22,4.8,5088
10223,28,27,12,3,5/30/22,3.6,5089
10224,29,28,11,6,5/24/22,5.8,5090
10225,28,28,11,3,5/26/22,4.2,5091
10226,26,27,9,4,5/25/22,3.1,5092
10227,29,27,11,4,6/1/22,10.6,5093
10228,28,27,9,5,5/25/22,5.2,5094
10229,27,29,13,4,5/26/22,5.3,5095
10230,27,29,9,3,5/28/22,9.3,5096
10231,29,27,11,4,5/28/22,3.5,5097
10232,29,30,12,5,5/31/22,3.1,5098
10233,28,27,11,5,5/28/22,3.5,5099
10234,26,27,11,4,5/28/22,6.7,5100
10235,28,26,10,3,6/12/22,5.7,5101
10236,28,26,12,3,6/10/22,5.3,5102
10237,27,29,9,3,6/6/22,3.3,5103
10238,27,28,9,4,6/4/22,12.9,5104
10239,29,25,10,3,6/7/22,12.3,5105
10240,27,25,11,5,6/11/22,12,5106
10241,28,27,10,4,6/6/22,7.9,5107
10242,27,27,9,3,6/6/22,10.5,5108
10243,30,25,10,4,6/5/22,4.8,5109
10244,25,29,8,6,6/12/22,5.2,5110
10245,26,25,11,5,6/11/22,11.5,5111
10246,25,26,12,3,6/11/22,5.5,5112
10247,29,27,10,4,6/7/22,7.1,5113
10248,26,28,8,5,6/4/22,10.8,5114
10249,30,27,8,5,6/5/22,6.3,5115
10250,26,29,9,4,6/9/22,8.2,5116
10251,27,28,12,5,6/6/22,8.1,5117
10252,28,26,11,4,6/6/22,9.1,5118
10253,30,27,13,4,6/5/22,8.2,5119
10254,30,29,12,4,6/7/22,5.1,5120
10255,26,26,13,5,6/9/22,5.3,5121
10256,28,28,9,6,6/12/22,4.9,5122
10257,27,26,12,3,6/9/22,4.9,5123
10258,25,29,10,4,6/10/22,6,5124
10259,29,26,11,6,6/7/22,4.6,5125
10260,28,25,8,4,6/11/22,7.8,5126
10261,27,26,10,4,6/11/22,5.7,5127
10262,29,27,10,6,6/5/22,12.3,5128
10263,28,26,9,6,6/7/22,11.9,5129
10264,30,28,9,4,6/8/22,12.5,5130
10265,26,27,9,5,6/10/22,10.5,5131
10266,29,26,12,5,6/8/22,6.3,5132
10267,26,26,13,5,6/5/22,10.3,5133
10268,58,61,17,5,5/6/22,15.8,5000
10269,56,65,18,8,5/8/22,16.6,5001
10270,58,61,19,5,5/1/22,15,5002
10271,56,64,18,8,5/4/22,19.4,5003
10272,56,62,17,3,5/6/22,15.1,5004
10273,59,61,18,6,4/30/22,18.1,5005
10274,55,62,16,7,5/2/22,18.4,5006
10275,55,60,20,10,5/2/22,22.3,5007
10276,57,62,20,8,5/3/22,21.4,5008
10277,59,64,16,4,5/5/22,20.1,5009
10278,58,60,18,9,5/1/22,17.3,5010
10279,58,63,18,9,5/1/22,18.8,5011
10280,56,62,18,5,5/1/22,23.7,5012
10281,59,63,16,6,5/1/22,19.8,5013
10282,58,63,17,4,5/1/22,19.7,5014
10283,56,65,17,6,5/5/22,15.1,5015
10284,58,60,18,6,5/6/22,15.6,5016
10285,56,61,20,10,5/2/22,20.8,5017
10286,59,63,18,7,5/1/22,21.1,5018
10287,57,60,20,5,5/3/22,15.6,5019
10288,57,64,19,10,5/6/22,17.2,5020
10289,60,61,18,8,5/2/22,18.8,5021
10290,59,64,21,4,5/4/22,15.5,5022
10291,58,62,17,3,4/30/22,14.7,5023
10292,60,61,16,7,4/30/22,16.2,5024
10293,59,64,19,10,5/7/22,20.2,5025
10294,57,62,21,11,5/5/22,21.9,5026
10295,59,64,18,4,5/2/22,14.7,5027
10296,59,62,20,6,5/3/22,14.7,5028
10297,57,64,20,4,5/3/22,17.7,5029
10298,58,64,20,5,5/6/22,15.3,5030
10299,57,60,18,10,5/3/22,16.8,5031
10300,60,63,18,6,5/3/22,21.9,5032
10301,60,63,17,11,5/7/22,23.2,5033
10302,57,64,20,9,5/6/22,14.8,5034
10303,59,62,20,4,5/19/22,17,5035
10304,57,61,18,11,5/19/22,20.1,5036
10305,57,64,16,3,5/16/22,16.3,5037
10306,57,62,18,8,5/16/22,16.9,5038
10307,56,65,17,6,5/17/22,23.6,5039
10308,56,62,17,5,5/13/22,18.4,5040
10309,55,64,20,9,5/19/22,18.5,5041
10310,60,65,17,10,5/14/22,14.7,5042
10311,56,61,18,5,5/19/22,16,5043
10312,57,61,17,3,5/16/22,20.1,5044
10313,59,64,21,10,5/14/22,17.1,5045
10314,55,62,17,8,5/16/22,15.8,5046
10315,56,62,18,11,5/13/22,22,5047
10316,57,65,17,5,5/16/22,20.1,5048
10317,58,65,20,9,5/16/22,23.7,5049
10318,60,64,20,8,5/15/22,19.1,5050
10319,56,62,19,7,5/19/22,18.3,5051
10320,59,65,20,6,5/16/22,15.8,5052
10321,57,63,19,5,5/14/22,17.1,5053
10322,56,64,18,5,5/19/22,20.6,5054
10323,56,64,20,8,5/16/22,20.1,5055
10324,58,64,16,5,5/16/22,16,5056
10325,59,64,17,8,5/17/22,16.9,5057
10326,56,62,21,10,5/15/22,17.1,5058
10327,57,65,19,10,5/14/22,23.3,5059
10328,57,63,20,8,5/16/22,19.5,5060
10329,56,61,19,4,5/18/22,18.4,5061
10330,59,61,19,7,5/17/22,22.6,5062
10331,58,61,20,3,5/19/22,22.3,5063
10332,56,60,19,7,5/15/22,20.6,5064
10333,57,65,16,7,5/17/22,16.4,5065
10334,59,60,21,9,5/21/22,15.3,5066
10335,56,65,16,6,5/18/22,22.7,5067
10336,58,64,19,9,5/20/22,23.8,5068
10337,59,60,17,6,5/19/22,17.7,5069
10338,57,60,17,4,5/17/22,20.4,5070
10339,59,62,19,8,5/18/22,22.1,5071
10340,58,63,20,11,5/17/22,20.5,5072
10341,60,64,17,4,6/2/22,15.8,5073
10342,56,62,20,8,6/2/22,17.8,5074
10343,55,60,21,4,6/2/22,20.9,5075
10344,55,64,18,6,6/3/22,15.4,5076
10345,59,64,20,8,6/3/22,14.3,5077
10346,58,63,19,5,6/2/22,16.9,5078
10347,60,63,21,10,5/30/22,16.6,5079
10348,59,64,19,5,6/5/22,19.3,5080
10349,55,64,19,7,6/2/22,16.7,5081
10350,60,63,16,7,5/29/22,14.5,5082
10351,55,62,17,9,6/3/22,18,5083
10352,58,62,20,4,6/1/22,17.8,5084
10353,60,62,19,4,6/5/22,18.2,5085
10354,56,63,17,9,6/1/22,20.9,5086
10355,57,61,20,7,6/1/22,14.4,5087
10356,56,65,21,8,6/2/22,15.9,5088
10357,55,63,16,8,6/6/22,23.5,5089
10358,57,65,21,6,5/31/22,18.1,5090
10359,55,63,17,10,6/2/22,18.6,5091
10360,56,61,16,4,6/1/22,16,5092
10361,57,64,17,7,6/8/22,22.9,5093
10362,58,60,20,7,6/1/22,16.4,5094
10363,55,64,21,8,6/2/22,15.1,5095
10364,59,60,16,4,6/4/22,19.5,5096
10365,59,61,18,8,6/4/22,23,5097
10366,60,65,18,8,6/7/22,17.4,5098
10367,56,61,17,4,6/4/22,21.9,5099
10368,57,60,19,6,6/4/22,23.9,5100
10369,59,60,16,7,6/19/22,22.2,5101
10370,60,63,17,10,6/17/22,15.2,5102
10371,57,60,19,8,6/13/22,16.5,5103
10372,57,63,18,10,6/11/22,20.3,5104
10373,59,61,17,4,6/14/22,22.4,5105
10374,55,63,19,6,6/18/22,19.5,5106
10375,59,63,18,11,6/13/22,22.1,5107
10376,57,62,16,11,6/13/22,17.6,5108
10377,58,63,16,7,6/12/22,15.7,5109
10378,57,63,18,3,6/19/22,18.1,5110
10379,56,63,18,8,6/18/22,23.1,5111
10380,57,63,19,3,6/18/22,19.1,5112
10381,59,65,17,6,6/14/22,17.9,5113
10382,59,64,16,8,6/11/22,21.5,5114
10383,58,64,21,7,6/12/22,23.8,5115
10384,56,61,18,8,6/16/22,15.4,5116
10385,55,61,19,5,6/13/22,20.2,5117
10386,55,63,16,6,6/13/22,23.9,5118
10387,55,62,17,5,6/12/22,15.9,5119
10388,59,60,20,6,6/14/22,19.9,5120
10389,56,64,21,8,6/16/22,15.9,5121
10390,55,60,21,5,6/19/22,22.9,5122
10391,57,61,18,9,6/16/22,14.9,5123
10392,60,61,18,7,6/17/22,16,5124
10393,58,63,18,10,6/14/22,20.6,5125
10394,59,65,20,10,6/18/22,23.3,5126
10395,60,63,18,10,6/18/22,15.1,5127
10396,59,62,16,10,6/12/22,15.1,5128
10397,55,65,18,8,6/14/22,15,5129
10398,56,62,19,5,6/15/22,19,5130
10399,58,61,19,4,6/17/22,18.6,5131
10400,56,61,20,7,6/15/22,20.8,5132
10401,58,62,20,7,6/12/22,18,5133
10402,98,100,33,6,5/13/22,22,5000
10403,97,102,34,4,5/15/22,26.6,5001
10404,97,101,36,12,5/8/22,23,5002
10405,97,102,36,12,5/11/22,27.1,5003
10406,99,103,35,4,5/13/22,28.2,5004
10407,99,105,35,7,5/7/22,27.1,5005
10408,99,102,35,8,5/9/22,22.5,5006
10409,99,103,33,7,5/9/22,24.8,5007
10410,96,104,36,7,5/10/22,27.8,5008
10411,95,101,34,6,5/12/22,28.4,5009
10412,97,105,34,7,5/8/22,28.4,5010
10413,96,102,32,4,5/8/22,23.5,5011
10414,96,103,34,9,5/8/22,25.2,5012
10415,99,105,33,4,5/8/22,29.8,5013
10416,97,103,33,12,5/8/22,25.9,5014
10417,96,100,33,8,5/12/22,28,5015
10418,95,104,33,12,5/13/22,22.7,5016
10419,95,100,33,7,5/9/22,28.9,5017
10420,96,100,35,10,5/8/22,31.1,5018
10421,99,103,35,7,5/10/22,30.1,5019
10422,98,104,37,11,5/13/22,27.6,5020
10423,99,101,35,4,5/9/22,22.8,5021
10424,98,103,34,5,5/11/22,24.8,5022
10425,99,103,37,5,5/7/22,23.2,5023
10426,98,102,34,11,5/7/22,24.4,5024
10427,98,104,36,4,5/14/22,31.3,5025
10428,100,101,33,11,5/12/22,29.2,5026
10429,96,103,37,8,5/9/22,29.9,5027
10430,97,104,32,11,5/10/22,25.9,5028
10431,96,104,35,12,5/10/22,26.9,5029
10432,98,103,34,5,5/13/22,26.6,5030
10433,95,103,35,6,5/10/22,22,5031
10434,100,102,36,6,5/10/22,28.5,5032
10435,100,101,36,10,5/14/22,31.5,5033
10436,95,100,36,10,5/13/22,29,5034
10437,96,100,34,8,5/26/22,29.6,5035
10438,96,101,33,10,5/26/22,24.7,5036
10439,98,104,36,10,5/23/22,27.7,5037
10440,97,103,34,10,5/23/22,23.8,5038
10441,98,104,32,6,5/24/22,30.3,5039
10442,97,101,34,4,5/20/22,22.2,5040
10443,99,102,33,9,5/26/22,24.1,5041
10444,95,104,34,8,5/21/22,26.7,5042
10445,97,104,32,5,5/26/22,26.1,5043
10446,98,103,33,4,5/23/22,25,5044
10447,98,103,35,7,5/21/22,22.6,5045
10448,96,103,35,7,5/23/22,29.2,5046
10449,99,102,35,12,5/20/22,24.5,5047
10450,98,102,33,7,5/23/22,24,5048
10451,97,101,37,12,5/23/22,29.4,5049
10452,97,102,34,6,5/22/22,23.3,5050
10453,99,100,37,5,5/26/22,27,5051
10454,98,103,36,5,5/23/22,26,5052
10455,98,101,33,3,5/21/22,31.7,5053
10456,98,100,36,8,5/26/22,27.9,5054
10457,97,103,35,5,5/23/22,27.3,5055
10458,95,100,36,11,5/23/22,27.9,5056
10459,96,100,35,3,5/24/22,30.8,5057
10460,97,101,36,8,5/22/22,22.6,5058
10461,99,102,32,13,5/21/22,28,5059
10462,98,104,36,8,5/23/22,26.2,5060
10463,98,101,35,8,5/25/22,31.6,5061
10464,99,102,34,10,5/24/22,25.5,5062
10465,99,103,35,8,5/26/22,24.7,5063
10466,100,101,35,11,5/22/22,26.5,5064
10467,98,102,34,9,5/24/22,25.9,5065
10468,98,104,36,11,5/28/22,29.7,5066
10469,95,104,36,7,5/25/22,29.2,5067
10470,99,105,33,12,5/27/22,30.2,5068
10471,98,105,35,3,5/26/22,26.3,5069
10472,96,103,33,5,5/24/22,24,5070
10473,96,101,35,12,5/25/22,29.8,5071
10474,98,102,36,11,5/24/22,28.3,5072
10475,96,104,32,9,6/9/22,27.6,5073
10476,96,103,33,9,6/9/22,23,5074
10477,100,102,34,6,6/9/22,22.3,5075
10478,98,101,35,10,6/10/22,31.9,5076
10479,98,103,33,9,6/10/22,27.3,5077
10480,100,102,32,12,6/9/22,26,5078
10481,98,102,33,7,6/6/22,29.3,5079
10482,98,104,33,3,6/12/22,30.4,5080
10483,100,103,37,9,6/9/22,22.1,5081
10484,99,103,35,11,6/5/22,23.3,5082
10485,97,100,32,13,6/10/22,24,5083
10486,97,101,34,3,6/8/22,26.5,5084
10487,98,102,33,7,6/12/22,24.5,5085
10488,98,101,33,12,6/8/22,24.4,5086
10489,97,102,36,7,6/8/22,26,5087
10490,98,104,33,10,6/9/22,28.4,5088
10491,97,102,34,4,6/13/22,27.1,5089
10492,97,103,33,11,6/7/22,31,5090
10493,99,102,33,7,6/9/22,29.3,5091
10494,99,103,36,4,6/8/22,25.3,5092
10495,97,103,36,11,6/15/22,26,5093
10496,96,102,35,3,6/8/22,22.5,5094
10497,99,102,33,10,6/9/22,29.9,5095
10498,99,102,32,4,6/11/22,29.1,5096
10499,95,104,32,12,6/11/22,25.9,5097
10500,96,101,35,5,6/14/22,24.2,5098
10501,96,101,37,4,6/11/22,25.3,5099
10502,99,102,33,8,6/11/22,24,5100
10503,97,103,35,6,6/26/22,30.6,5101
10504,99,104,34,13,6/24/22,28.3,5102
10505,98,105,33,12,6/20/22,23.1,5103
10506,97,104,33,7,6/18/22,28.8,5104
10507,96,103,32,4,6/21/22,26.5,5105
10508,99,104,37,4,6/25/22,22.3,5106
10509,96,105,37,8,6/20/22,28,5107
10510,99,100,36,5,6/20/22,28.4,5108
10511,95,105,32,6,6/19/22,31,5109
10512,98,102,37,9,6/26/22,27.1,5110
10513,98,104,37,10,6/25/22,24.9,5111
10514,96,103,36,13,6/25/22,26.6,5112
10515,97,104,37,9,6/21/22,22.3,5113
10516,97,102,35,4,6/18/22,27.2,5114
10517,96,103,34,7,6/19/22,27.4,5115
10518,98,103,33,3,6/23/22,28.5,5116
10519,95,100,33,12,6/20/22,29.6,5117
10520,99,104,33,11,6/20/22,23.6,5118
10521,96,105,35,10,6/19/22,29.9,5119
10522,96,102,35,3,6/21/22,31.3,5120
10523,98,104,35,13,6/23/22,30.5,5121
10524,96,101,35,5,6/26/22,24.6,5122
10525,99,101,35,3,6/23/22,27.3,5123
10526,99,100,33,4,6/24/22,28.1,5124
10527,100,105,34,11,6/21/22,27.2,5125
10528,96,102,32,6,6/25/22,30.5,5126
10529,99,102,35,10,6/25/22,30.7,5127
10530,97,104,33,10,6/19/22,23.3,5128
10531,100,103,36,4,6/21/22,23,5129
10532,98,103,34,5,6/22/22,24.3,5130
10533,100,103,32,11,6/24/22,27.6,5131
10534,99,105,33,10,6/22/22,25.7,5132
10535,97,105,35,7,6/19/22,24.3,5133